sample_id	clock_like_number	subclonal_count	timing_late_clonal_count	timing_early_clonal_count	timing_na_clonal_count	timing_subclonal_count
WIDE01010093TII	550	5	198	189	163	0
CPCT02011073T	240	28	2	9	196	33
WIDE01010074T	731	4	140	164	427	0
CPCT02410017T	1802	14	638	304	862	1
CPCT02320008T	585	2	222	252	111	0
CPCT02260029T	757	453	11	39	330	377
CPCT02020969T	522	55	90	70	290	72
CPCT02320009T	562	0	2	11	549	0
CPCT02150051T	741	25	210	177	354	0
WIDE01010124T	830	13	250	247	333	0
CPCT02080285T	434	111	7	14	294	119
CPCT02200005T	1602	793	0	13	0	1589
CPCT02210051T	522	1	176	93	253	0
CPCT02080288T	440	0	195	206	39	0
WIDE01010240T	350	9	0	4	346	0
WIDE01010235T	573	20	15	24	534	0
CPCT02011058T	1257	0	791	413	53	0
CPCT02020898T	428	44	65	120	154	89
WIDE01010056T	498	34	29	16	453	0
CPCT02100195T	876	128	344	345	22	165
CPCT02040321T	533	1	144	181	208	0
WIDE01010212T	667	9	19	54	594	0
WIDE01010067T	726	0	320	118	288	0
CPCT02110079T	607	10	138	308	161	0
CPCT02390038T	708	234	0	12	433	263
WIDE01010270T	540	0	7	8	525	0
CPCT02060285T	183	163	1	4	178	0
CPCT02040331T	533	145	86	292	66	89
CPCT02210076T	1051	336	22	11	714	304
CPCT02230126T	545	0	187	133	225	0
WIDE01010248T	398	0	48	128	222	0
CPCT02040307T	609	41	5	3	601	0
CPCT02320010T	594	14	122	45	427	0
CPCT02340112T	419	3	44	37	338	0
CPCT02380052T	1422	14	796	131	495	0
CPCT02200007T	636	0	6	43	587	0
CPCT02120179T	367	23	9	41	294	23
CPCT02020946T	421	0	171	117	133	0
CPCT02080312T	393	120	8	23	198	164
CPCT02011013T	829	230	110	254	213	252
CPCT02020966T	383	17	36	31	299	17
CPCT02460005T	347	25	15	26	283	23
WIDE01010135T	411	12	0	12	399	0
CPCT02120183T	863	1	307	166	392	1
CPCT02350021T	1193	1	580	441	172	0
WIDE01010183T	481	16	22	42	403	14
CPCT02230120TII	380	94	19	25	232	104
WIDE01010142T	622	0	208	127	287	0
CPCT02080300T	459	17	13	45	362	39
CPCT02040337T	403	9	0	20	383	0
CPCT02150046T	559	9	6	30	523	0
CPCT02390040T	392	18	6	4	382	0
WIDE01010231T	595	104	NA	NA	NA	NA
CPCT02150040T	353	18	0	5	348	0
WIDE01010018T	439	5	86	259	96	1
WIDE01010011T	805	0	244	161	400	0
WIDE01010185T	396	0	168	113	115	0
WIDE01010174T	432	20	119	69	186	58
WIDE01010288T	668	0	254	256	158	0
WIDE01010207T	809	5	438	45	326	0
WIDE01010173T	332	13	4	8	320	0
CPCT02060279T	809	11	183	90	495	41
CPCT02050431T	330	0	83	224	23	0
WIDE01010371T	997	0	270	211	518	1
WIDE01010550T	385	14	4	9	372	0
WIDE01010584T	249	26	22	18	209	0
WIDE01010405T	412	0	25	17	370	0
WIDE01010701T	995	3	637	121	237	0
WIDE01010728T	410	2	51	166	193	0
WIDE01010346T	448	25	195	103	150	0
WIDE01010352T	984	14	328	174	482	0
WIDE01010478T	693	0	254	181	258	0
WIDE01010388T	858	55	6	22	744	86
WIDE01010406T	561	7	14	9	538	0
WIDE01010035T	314	22	55	198	25	36
WIDE01010418T	261	73	0	0	185	76
WIDE01010547T	1067	10	479	175	413	0
WIDE01010339T	577	1	21	14	542	0
WIDE01010332T	939	9	388	290	261	0
WIDE01010481T	650	1	193	254	203	0
WIDE01010564T	616	21	175	285	156	0
WIDE01010489T	442	14	35	46	352	9
WIDE01010372T	1300	14	501	340	346	113
WIDE01010613T	414	11	14	118	242	40
WIDE01010400T	500	76	4	18	395	83
WIDE01010702T	477	0	235	150	92	0
WIDE01010647T	446	70	3	36	344	63
WIDE01010326T	340	16	7	28	291	14
WIDE01010410T	434	20	0	17	417	0
WIDE01010432T	343	9	8	10	325	0
WIDE01010303T	461	72	92	101	161	107
WIDE01010308T	801	0	305	346	150	0
WIDE01010659T	602	8	37	76	489	0
WIDE01010249T	436	4	29	341	66	0
WIDE01010448T	660	0	183	268	209	0
WIDE01010268T	504	26	0	13	491	0
WIDE01010574T	454	26	120	142	162	30
WIDE01010341T	662	63	82	57	463	60
WIDE01010048T	492	25	6	9	477	0
WIDE01010311T	416	145	78	79	114	145
WIDE01010738T	402	21	18	92	260	32
WIDE01010335T	474	21	22	19	433	0
WIDE01010649T	579	6	1	14	564	0
WIDE01010131T	878	8	142	622	114	0
WIDE01010322T	489	100	0	3	386	100
WIDE01010740T	737	1	281	195	261	0
WIDE01010759T	738	38	6	37	638	57
WIDE01010785T	484	1	161	217	106	0
WIDE01010894T	679	0	280	91	308	0
WIDE01010140T	361	9	40	247	74	0
WIDE01010853T	713	7	5	13	695	0
WIDE01010581T	930	7	489	198	243	0
WIDE01010829T	723	190	107	195	274	147
WIDE01010962T	596	14	127	173	296	0
WIDE01010950T	646	9	264	167	215	0
WIDE01010755T	613	14	0	12	601	0
WIDE01010968T	554	48	167	104	233	50
WIDE01010871T	158	4	0	2	156	0
WIDE01010934T	346	21	143	174	29	0
WIDE01010967T	255	14	2	8	245	0
WIDE01010944T	464	1	159	167	138	0
WIDE01011011T	485	30	55	249	151	33
WIDE01010247T	290	8	66	128	96	0
WIDE01010777T	358	14	37	277	44	0
WIDE01010830T	412	4	5	28	381	1
WIDE01010956T	508	60	121	172	136	79
WIDE01010803T	420	20	68	294	58	0
WIDE01010847T	372	10	0	34	338	0
WIDE01010951T	837	24	267	78	391	101
WIDE01010909T	307	0	44	208	55	0
WIDE01010698T	377	93	0	7	280	90
WIDE01011048T	1752	7	596	1076	80	0
WIDE01011073T	787	9	203	275	309	0
WIDE01011077T	507	5	6	29	472	0
WIDE01011080T	465	35	59	51	297	58
WIDE01011092T	1071	42	261	116	651	43
WIDE01011094T	627	0	NA	NA	NA	NA
WIDE01011099T	747	4	NA	NA	NA	NA
WIDE01011107T	414	62	2	17	335	60
WIDE01011110T	747	209	NA	NA	NA	NA
WIDE01011112T	623	1	212	244	167	0
CPCT02130148T	1161	18	219	111	728	103
CPCT02130013T	665	13	20	129	516	0
CPCT02020492T	802	19	234	281	287	0
CPCT02080220T	1615	255	123	120	1074	298
CPCT02130050T	1058	17	232	117	709	0
CPCT02020565T	888	34	195	186	469	38
CPCT02130131T	879	6	22	35	822	0
CPCT02060035T	650	11	5	40	605	0
CPCT02020503T	1112	130	253	323	387	149
CPCT02070110T	690	7	4	10	676	0
CPCT02060114T	616	0	46	133	439	1
CPCT02130125T	753	41	219	81	403	50
CPCT02010043T	1193	31	48	76	1069	0
CPCT02080226T	714	136	108	244	202	160
CPCT02260015T	924	42	26	47	811	40
CPCT02020623T	804	280	0	11	538	255
CPCT02220054T	1520	68	250	250	962	58
CPCT02070060T	1072	44	265	350	400	57
CPCT02020389T	402	22	19	187	158	38
DRUP01030002T	797	21	24	35	738	0
CPCT02130034T	1045	18	219	137	678	11
CPCT02030320T	1722	30	457	90	1177	1
CPCT02060117T	572	139	2	22	406	142
CPCT02130059T	796	45	25	59	712	0
CPCT02380044T	699	57	138	265	296	0
CPCT02030234T	872	212	3	30	657	182
CPCT02070159T	701	11	24	67	610	0
CPCT02020636T	460	63	0	0	394	66
DRUP01010022T	16429	0	11	8	16410	0
CPCT02020734T	1098	90	0	31	1067	0
CPCT02030327T	573	67	NA	NA	NA	NA
CPCT02020716T	496	17	11	19	466	0
CPCT02450002T	1044	36	15	84	945	0
CPCT02080185T	716	0	246	249	221	0
WIDE01010639T	551	0	NA	NA	NA	NA
WIDE01010296T	981	15	278	33	670	0
WIDE01010570T	606	49	95	244	222	45
WIDE01011013T	662	0	68	240	354	0
WIDE01011059T	768	3	NA	NA	NA	NA
WIDE01011066T	1153	535	21	39	551	542
CPCT02100169T	1782	6	332	955	495	0
CPCT02130035T	1530	393	0	9	1309	212
CPCT02030398T	1061	0	86	754	221	0
CPCT02060220T	512	5	88	296	128	0
CPCT02080169T	1004	5	2	22	980	0
CPCT02130139T	764	33	108	368	288	0
CPCT02130066T	1148	4	422	137	493	96
CPCT02230004T	1098	11	0	31	1067	0
CPCT02130116T	369	81	NA	NA	NA	NA
CPCT02190030T	395	0	0	10	385	0
DRUP01010019T	545	4	145	234	166	0
DRUP01030024T	497	146	71	247	181	1
CPCT02050182T	257	1	1	22	224	10
CPCT02130006T	1207	5	23	94	1090	0
CPCT02370015T	285	0	59	185	41	0
CPCT02290056T	434	64	1	14	419	0
CPCT02050332T	313	0	60	208	45	0
CPCT02020577T	531	7	199	146	186	0
CPCT02150005T	289	4	102	45	142	0
CPCT02080218T	640	6	128	442	70	0
CPCT02120059T	772	34	32	91	615	34
CPCT02230075T	434	0	3	7	424	0
DRUP01010095T	522	115	4	16	397	105
CPCT02030315T	215	0	6	24	185	0
CPCT02050263T	938	10	87	326	525	0
CPCT02020667T	439	0	NA	NA	NA	NA
CPCT02130132T	1513	65	263	515	618	117
CPCT02020460T	264	5	1	10	253	0
CPCT02020589T	272	8	0	9	263	0
CPCT02260021T	247	0	51	136	60	0
CPCT02130138T	486	97	17	6	463	0
DRUP01010113T	407	31	0	19	388	0
CPCT02130067T	997	57	26	29	891	51
CPCT02330082T	250	5	0	18	191	41
CPCT02130084T	308	15	42	220	20	26
DRUP01010109T	276	4	4	11	261	0
CPCT02050133T	1517	28	403	526	588	0
CPCT02050286T	1271	45	13	129	1095	34
CPCT02130024T	687	108	17	16	533	121
CPCT02180014T	396	10	15	42	328	11
CPCT02100172T	560	0	1	16	543	0
CPCT02040154T	481	15	68	321	92	0
CPCT02170010T	278	29	0	17	233	28
CPCT02130064T	447	1	99	254	94	0
CPCT02080224T	423	11	93	234	96	0
CPCT02130003T	326	0	8	15	303	0
CPCT02080208T	311	27	0	5	306	0
CPCT02060166T	924	0	99	726	99	0
CPCT02170024T	289	37	0	5	256	28
CPCT02130152T	403	0	8	15	380	0
CPCT02300029T	714	175	NA	NA	NA	NA
CPCT02050251T	378	50	0	9	369	0
CPCT02020762T	338	38	0	1	302	35
CPCT02020533T	505	0	0	0	505	0
CPCT02040292T	702	27	22	33	647	0
CPCT02040245T	1554	5	386	571	597	0
CPCT02050250T	640	21	2	42	596	0
CPCT02290055T	283	0	28	216	39	0
CPCT02050091T	531	30	57	290	105	79
CPCT02070187T	733	110	0	36	536	161
CPCT02080291T	727	0	0	5	722	0
WIDE01010522T	320	28	14	17	289	0
DRUP01010142T	11620	50	8	428	11184	0
WIDE01010696T	404	0	84	246	76	1
DRUP01050048T	14733	938	1	256	14478	1
DRUP01080031T	12476	26	499	1003	10974	0
CPCT02010839T	2496	27	39	173	2161	123
CPCT02040067T	3177	146	22	134	2911	110
CPCT02060096T	2156	1	NA	NA	NA	NA
CPCT02010590T	3321	140	150	428	2640	106
CPCT02060135T	1554	45	86	1195	219	54
CPCT02390007T	1837	84	NA	NA	NA	NA
CPCT02050097T	2725	89	1	12	2632	83
CPCT02040040T	2503	16	51	1512	942	1
CPCT02030454T	1886	0	229	1143	514	0
CPCT02160034T	3345	173	191	283	2706	165
CPCT02240007TII	2061	57	94	148	1819	0
CPCT02060023T	1098	203	6	50	894	148
CPCT02140061T	1236	21	216	589	431	0
CPCT02110012T	1100	0	64	127	909	0
CPCT02020267TIII	1844	0	398	935	511	0
CPCT02070050T	2026	28	211	731	1084	0
CPCT02220024T	2214	1	NA	NA	NA	NA
CPCT02340014T	1323	13	30	149	1063	81
CPCT02110011T	2473	3	21	1030	1422	0
CPCT02380016T	5100	0	1839	690	2605	17
CPCT02370001T	2866	24	582	1032	1254	1
CPCT02230003T	2373	84	224	1789	360	0
CPCT02100013TII	2336	122	172	669	1375	123
CPCT02030239T	2258	23	360	568	1330	0
CPCT02040068T	2435	177	401	684	1185	168
CPCT02010624T	2467	138	377	842	1015	233
CPCT02060136T	3508	163	NA	NA	NA	NA
CPCT02210003T	2120	88	198	825	1025	72
CPCT02040091T	2897	178	170	406	2162	159
CPCT02330045T	1788	32	411	697	567	113
CPCT02290016T	3679	890	306	912	1275	1189
CPCT02020802T	2936	74	91	238	2518	89
CPCT02340006T	3652	420	54	450	2933	215
CPCT02170035T	8366	6	NA	NA	NA	NA
CPCT02010512T	1573	429	211	669	656	37
CPCT02050241T	2256	35	567	551	1138	0
CPCT02230057T	1672	22	132	570	945	25
CPCT02210041T	2393	0	199	1248	946	0
CPCT02110064T	2129	0	271	997	861	0
CPCT02330080T	1689	64	68	149	1472	0
CPCT02100019T	57499	693	18	2297	55184	0
CPCT02040102T	3268	3	364	2473	431	0
CPCT02010598T	2380	15	223	1080	1077	0
CPCT02030328T	2734	1	363	1018	1353	0
CPCT02070122T	2824	660	NA	NA	NA	NA
CPCT02220009T	2655	0	241	2274	140	0
CPCT02050220T	1928	7	158	1333	437	0
CPCT02210040T	1584	30	NA	NA	NA	NA
CPCT02370037T	1665	59	72	230	1265	98
CPCT02210011T	1564	2	36	193	1335	0
CPCT02110033T	2273	427	86	321	1637	232
CPCT02230027T	2424	16	473	1364	428	159
CPCT02040204T	2236	0	471	802	963	0
CPCT02210027T	2065	52	314	679	990	82
CPCT02330111T	2514	27	2	118	2394	0
CPCT02190037T	2258	184	9	156	1794	299
CPCT02210070T	2208	26	64	588	1556	0
CPCT02300017T	2475	71	322	1154	999	0
CPCT02390017T	2821	94	212	1764	696	149
CPCT02330112T	2803	120	31	451	2235	89
CPCT02260022T	1659	25	19	157	1483	0
CPCT02050279T	27432	9	25	157	27260	5
WIDE01010384T	1787	0	350	600	837	0
CPCT02230012T	1478	12	144	843	491	0
CPCT02050307T	1892	191	41	96	1691	67
CPCT02330024T	2246	11	442	1453	351	0
CPCT02210018T	3126	67	90	570	2387	79
CPCT02330043T	2166	615	280	667	641	578
CPCT02230100T	2893	112	80	288	2525	0
CPCT02050181T	1515	1	0	128	1	1386
CPCT02300033T	1720	108	190	826	562	142
CPCT02050061T	2012	521	NA	NA	NA	NA
CPCT02010336T	2209	30	171	303	1560	175
CPCT02050327T	2920	67	79	275	2566	0
CPCT02250005T	3647	493	178	51	3049	369
CPCT02330053T	2330	110	79	136	2115	0
CPCT02040188T	2533	12	459	1316	758	0
CPCT02340024T	2997	3	212	2207	578	0
CPCT02010747T	1643	48	15	182	1392	54
CPCT02040205T	2423	176	193	1581	424	225
CPCT02050184T	2615	1	677	1296	642	0
CPCT02050199T	2337	0	184	1626	527	0
CPCT02330074T	1391	2	215	610	566	0
CPCT02050280T	2097	4	48	310	1739	0
CPCT02120042T	26104	711	NA	NA	NA	NA
CPCT02080071T	2196	67	149	1122	925	0
CPCT02180072T	1980	2	161	1463	356	0
CPCT02350002T	2171	29	NA	NA	NA	NA
CPCT02070310T	2184	50	254	695	1235	0
CPCT02210064T	3167	48	386	1275	1379	127
CPCT02370022T	2405	198	49	562	1566	228
CPCT02220025T	2578	0	NA	NA	NA	NA
CPCT02040183T	322	6	28	248	27	19
CPCT02230073T	2731	42	24	70	2639	1
CPCT02080042T	2640	60	105	42	2422	71
CPCT02180045T	3135	30	276	1634	1225	0
CPCT02050329T	1882	17	194	659	1029	0
CPCT02040021TII	2553	113	187	322	1627	417
CPCT02020454T	1953	19	39	73	1841	0
CPCT02040027T	3653	0	551	2169	933	0
CPCT02370005T	1867	41	400	1021	351	95
CPCT02300010T	2349	11	212	1004	1133	0
CPCT02100173T	2310	0	164	1441	705	0
CPCT02010587T	1644	0	174	491	979	0
CPCT02230055T	2493	20	258	792	1443	0
CPCT02160020T	1852	1	230	820	804	1
CPCT02050358T	3930	48	976	1247	1709	1
CPCT02240010T	1855	30	273	1139	389	54
CPCT02030493T	1333	0	121	503	709	0
CPCT02040148T	2045	71	446	736	863	0
CPCT02330098T	1958	433	96	177	1685	0
CPCT02040058T	2458	18	276	1693	489	0
CPCT02120005T	2383	19	184	1190	1009	0
DRUP01010047TII	14764	2	125	709	13930	0
CPCT02010488T	2449	3	53	460	1936	0
CPCT02140047T	3497	13	519	1014	1964	0
CPCT02020293T	3894	80	17	130	3749	1
CPCT02220036T	2020	12	46	511	1361	102
CPCT02150025T	1591	164	8	89	1342	152
CPCT02080131T	2303	0	349	1119	835	0
CPCT02010471T	2148	58	181	1242	659	66
CPCT02170033T	1066	411	NA	NA	NA	NA
CPCT02410008T	2002	2	44	657	1301	0
CPCT02120054T	1534	41	34	805	695	0
CPCT02040062T	2459	4	211	1431	817	0
CPCT02060239T	1719	5	427	710	582	0
CPCT02040122T	2127	0	266	984	877	0
CPCT02090023T	2935	84	481	795	1659	0
CPCT02050114T	2702	12	282	1339	1081	0
CPCT02210008T	2580	0	833	1210	537	0
CPCT02010506T	1508	6	133	479	896	0
CPCT02060015T	3057	31	5	353	2699	0
CPCT02090050T	1793	13	149	1211	433	0
DRUP01010018T	26472	1687	109	410	25953	0
CPCT02110059T	1421	0	180	495	746	0
CPCT02330007T	2241	10	295	1522	424	0
CPCT02030357T	24315	44	NA	NA	NA	NA
CPCT02390022T	1387	105	96	60	1231	0
CPCT02100144T	2667	14	140	815	1295	417
CPCT02080197T	2326	7	335	937	1054	0
CPCT02030331T	2338	3	185	1392	761	0
CPCT02290036T	2962	1	177	325	2460	0
CPCT02210050T	2756	101	277	395	2084	0
CPCT02060103T	2117	35	378	564	1130	45
CPCT02330041T	2196	0	NA	NA	NA	NA
CPCT02380023T	2635	0	269	2363	3	0
CPCT02040075T	1912	48	168	1168	576	0
CPCT02100036T	1009	0	9	40	960	0
CPCT02090004T	2430	0	724	1003	703	0
CPCT02120171T	2535	1	385	1391	761	1
CPCT02330092T	1614	31	NA	NA	NA	NA
CPCT02050278T	2190	10	324	1191	627	48
CPCT02330025T	3161	35	99	331	2731	0
DRUP01070039T	1211	0	664	514	33	0
CPCT02330051T	2804	0	549	1414	841	0
CPCT02350009T	2392	249	176	493	1474	249
CPCT02050256T	1286	3	143	150	993	0
CPCT02050148T	1975	86	8	116	1851	0
CPCT02390034T	2723	309	209	669	1505	340
CPCT02160038T	2063	6	239	915	909	0
CPCT02010604T	1683	78	195	694	608	186
CPCT02020521T	1295	1	3	40	1252	0
CPCT02330078T	2447	166	40	294	1934	179
CPCT02380028T	1563	0	177	345	1045	2
CPCT02010614T	1356	0	347	597	412	0
CPCT02130137T	2173	122	175	1379	449	170
CPCT02120031T	2717	14	301	1663	753	0
CPCT02180008T	2391	1	143	275	1973	0
CPCT02240012T	2256	324	428	711	770	350
CPCT02220020T	1920	8	150	1214	556	0
CPCT02050387T	2502	2422	NA	NA	NA	NA
DRUP01050001T	23821	190	551	665	22607	1
CPCT02160040T	1953	166	255	370	1159	169
CPCT02100042T	1565	72	189	739	637	0
CPCT02310013T	3326	52	297	2086	943	0
CPCT02050260T	2666	50	17	374	2064	211
DRUP01030026T	2700	1	NA	NA	NA	NA
CPCT02060125T	737	17	38	262	437	0
CPCT02110071T	2447	4	358	1239	850	0
CPCT02330049T	1759	103	127	598	942	92
CPCT02010514T	1465	0	180	248	1037	0
CPCT02030435T	2731	18	452	546	1733	0
DRUP01010044T	3628	7	761	1008	1859	0
CPCT02140056T	3445	9	214	1052	2179	0
CPCT02340022T	29826	580	105	133	29588	0
CPCT02110039T	604	25	0	60	544	0
CPCT02050139T	1954	363	141	564	885	364
CPCT02380002T	1351	0	50	895	406	0
CPCT02380040T	2137	53	170	555	1414	1
CPCT02120004T	2478	9	373	1759	346	0
CPCT02110013T	2086	14	416	754	916	0
CPCT02050093T	3140	811	3	237	2278	622
CPCT02120112T	3262	144	17	84	3034	127
CPCT02210048T	1578	17	31	64	1483	0
CPCT02210023T	2494	21	415	620	1461	1
CPCT02090059T	1775	4	252	1426	97	0
CPCT02110062T	3121	86	756	894	1279	192
CPCT02100182T	2019	0	151	1629	239	0
CPCT02140036T	1544	161	21	137	1109	277
CPCT02020319T	2156	155	17	207	1704	231
CPCT02250011T	3848	17	69	407	3372	0
CPCT02190017T	1237	44	14	61	1162	0
CPCT02010735T	1980	14	219	729	1032	0
CPCT02050075T	2892	180	313	797	1415	367
CPCT02230117T	2323	25	142	1564	617	0
CPCT02230005T	1327	0	68	753	506	0
CPCT02110026T	2247	96	180	677	1390	0
CPCT02020207T	2408	222	124	262	1815	210
CPCT02380011T	1950	200	58	194	1515	186
DRUP01010025T	13718	9	0	569	13149	0
CPCT02140012T	2871	183	50	252	2275	315
CPCT02040140T	1920	0	468	644	808	0
CPCT02080126T	2013	118	166	975	709	163
CPCT02010605T	2056	10	51	385	1620	0
CPCT02230011T	127	13	0	0	127	0
CPCT02110073T	2345	14	NA	NA	NA	NA
CPCT02230090T	2428	25	314	1075	1039	0
CPCT02010579T	3035	26	457	1073	1505	0
CPCT02110046T	1516	51	6	85	1425	0
CPCT02020383T	2232	24	523	1095	614	0
CPCT02340045T	1994	1	264	1256	474	0
CPCT02210009T	1716	2	377	697	642	0
CPCT02100139T	1699	40	3	93	1603	0
CPCT02070070T	1758	86	204	642	812	100
CPCT02050128T	3828	42	60	708	3060	0
CPCT02270001T	2360	73	300	933	968	159
CPCT02050104T	2077	2	490	1586	1	0
CPCT02050259T	2312	40	547	1188	492	85
CPCT02020611T	2463	658	482	1713	270	1
CPCT02010545T	3874	15	487	2213	1176	1
CPCT02010543T	1511	94	119	617	591	184
CPCT02020486T	3213	663	5	232	2551	425
CPCT02190023T	4048	60	656	1904	1488	0
CPCT02040100T	1887	14	147	1048	692	0
CPCT02030323T	2590	8	189	1842	561	1
CPCT02170037T	2246	9	263	733	1250	0
CPCT02220019T	2043	224	21	113	1787	122
CPCT02130031T	2975	228	69	256	2444	212
CPCT02010623T	2556	25	306	921	1329	0
CPCT02080075T	2261	85	42	161	2002	59
CPCT02210024T	1617	60	NA	NA	NA	NA
CPCT02060155T	2702	163	571	1602	293	236
CPCT02020651T	2929	8	489	1157	1283	0
CPCT02330055T	2089	0	115	320	1654	0
CPCT02010414T	2506	14	347	1520	639	0
CPCT02300048T	2234	41	NA	NA	NA	NA
CPCT02340074T	2327	98	212	972	1053	90
CPCT02270018T	1867	126	NA	NA	NA	NA
CPCT02050234T	3336	38	53	388	2895	0
CPCT02040151T	2641	132	NA	NA	NA	NA
CPCT02240009T	2225	0	NA	NA	NA	NA
CPCT02010397T	4135	53	614	2031	1490	0
CPCT02080174T	1880	116	84	47	1749	0
CPCT02120136T	1099	13	33	145	789	132
CPCT02050118T	2489	10	366	948	1175	0
CPCT02230067T	2399	477	21	217	1669	492
CPCT02050238T	1650	71	27	66	1557	0
CPCT02130069T	1870	18	21	32	1817	0
DRUP01090008T	1809	28	320	652	837	0
CPCT02380015T	1961	34	189	1205	516	51
CPCT02010884T	1965	3	178	629	1158	0
CPCT02160049T	2431	31	280	677	1474	0
CPCT02010786T	16798	4	NA	NA	NA	NA
CPCT02340036T	1655	3	327	1092	238	1
CPCT02030382T	1742	0	214	398	1130	0
CPCT02080080T	1838	17	257	907	674	0
CPCT02120041T	1969	60	149	168	1454	207
CPCT02090054T	3811	1	1057	2333	421	0
CPCT02050227T	756	26	49	124	556	27
CPCT02120091T	2292	33	NA	NA	NA	NA
CPCT02330102T	2250	3	154	471	1625	0
CPCT02340029T	3669	78	37	451	2972	209
CPCT02230045T	3254	58	58	508	2694	3
CPCT02110008T	3156	14	498	2056	602	0
CPCT02050026T	2230	65	74	292	1864	0
CPCT02010898T	976	75	63	87	753	73
CPCT02310005T	1771	3	183	807	781	0
CPCT02010485T	1593	0	216	834	543	0
CPCT02320001T	1635	135	388	423	642	182
CPCT02050397T	2710	16	428	1601	681	0
CPCT02030514T	2190	132	376	1032	782	0
CPCT02310007T	2059	59	4	122	1882	51
CPCT02210029T	2262	1	80	185	2001	2
CPCT02330085T	2717	7	327	1114	1276	0
CPCT02050019T	2077	48	72	219	1742	44
CPCT02120078T	2050	3	173	1423	454	0
CPCT02010541T	1701	85	189	700	812	0
CPCT02070185T	1615	2	NA	NA	NA	NA
CPCT02120030T	2462	5	226	812	1424	0
CPCT02050375T	2398	149	324	1715	166	193
DRUP01010070T	1534	3	153	421	960	0
CPCT02050175T	2755	133	720	1698	337	0
CPCT02010533T	1577	0	381	401	795	0
CPCT02020265T	2330	36	234	350	1652	94
CPCT02450004T	2206	26	243	1007	956	0
CPCT02340057T	2971	0	319	1240	1412	0
CPCT02120048T	1602	1	312	202	1088	0
CPCT02030442T	3418	56	509	1024	1885	0
CPCT02050095T	2119	163	290	1427	204	198
CPCT02060231T	2756	0	295	2251	216	3
CPCT02230024T	2143	37	6	214	1923	0
CPCT02220015T	2235	35	178	1186	871	0
CPCT02190007T	1868	34	211	681	909	67
CPCT02440004T	4330	38	158	479	3693	0
CPCT02020554T	1760	6	277	658	825	0
CPCT02330070T	2718	172	441	1374	737	166
CPCT02160057T	1588	223	NA	NA	NA	NA
CPCT02030528T	2026	12	402	595	1029	0
CPCT02370036T	1847	56	281	963	523	80
CPCT02100106T	2743	236	64	301	2221	157
DRUP01090003T	17092	928	NA	NA	NA	NA
CPCT02030319T	1689	32	268	928	493	0
CPCT02030306T	2705	24	226	1005	1474	0
CPCT02030361T	2341	47	457	1427	457	0
CPCT02120124T	1485	90	59	195	1121	110
CPCT02100058T	1671	9	328	1144	199	0
CPCT02010700T	1791	0	88	1202	501	0
CPCT02010576T	1189	0	0	59	1130	0
DRUP01070001T	16286	74	240	274	15778	3
CPCT02380047T	2166	38	15	87	2064	0
CPCT02070232T	1934	0	342	1203	389	0
CPCT02030443T	1706	22	406	498	802	0
CPCT02050021T	2255	191	202	815	826	412
CPCT02350012T	1624	0	162	500	962	0
CPCT02070273T	2586	73	28	112	2446	0
CPCT02100120T	4816	49	456	2809	1551	0
CPCT02100057T	2572	101	280	644	1578	73
CPCT02050113T	1427	1	197	908	322	0
DRUP01010051TII	4194	138	0	255	3528	411
CPCT02230006T	2618	3	NA	NA	NA	NA
CPCT02330052T	3372	29	303	1057	2012	0
CPCT02040226T	3869	236	554	1191	1788	336
CPCT02050261T	1340	9	256	701	383	0
CPCT02340048T	2527	22	432	1287	808	0
CPCT02010474T	1871	0	233	1218	420	0
CPCT02030343T	1380	509	249	474	657	0
CPCT02370002TII	2737	196	73	1556	862	246
CPCT02020442T	2770	1069	239	814	1388	329
CPCT02120145T	1439	65	3	55	1320	61
CPCT02010483T	2393	36	332	774	1289	1
CPCT02230053T	5163	0	978	1164	3025	2
CPCT02070066T	2188	0	NA	NA	NA	NA
CPCT02010730T	1946	229	186	540	959	264
CPCT02080077T	2067	0	NA	NA	NA	NA
CPCT02050355T	2565	6	232	2293	40	0
CPCT02050398T	1623	411	0	98	1009	516
CPCT02190004T	1689	311	20	109	1237	323
CPCT02210007T	2368	156	60	361	1822	128
CPCT02010742T	2225	14	472	1278	475	0
CPCT02440001T	3362	2	77	1739	1546	0
CPCT02210001T	2168	0	NA	NA	NA	NA
CPCT02050300T	2228	132	472	831	741	184
CPCT02330089T	2424	220	56	158	1995	215
CPCT02370020T	2255	69	344	781	1065	65
CPCT02090028T	1889	40	201	698	990	0
CPCT02050296T	1403	3	285	912	206	0
CPCT02080084T	2833	363	NA	NA	NA	NA
CPCT02120066T	1985	208	74	770	894	250
CPCT02320005T	2732	44	467	941	1273	51
DRUP01010006T	2566	21	307	1257	1002	0
CPCT02010473T	2376	2	307	908	1161	0
CPCT02040269T	2633	97	55	283	2188	107
CPCT02230032T	2848	69	104	501	2174	69
CPCT02100086T	1687	50	83	145	1338	121
CPCT02460002T	1979	204	NA	NA	NA	NA
CPCT02010880T	2333	0	411	1432	490	0
CPCT02120021T	2470	4	305	1056	1109	0
CPCT02120162T	2140	46	103	100	1898	39
CPCT02120023T	2110	1	286	1073	751	0
CPCT02050048T	2403	82	496	742	1165	0
CPCT02010835T	3219	70	384	1713	1122	0
CPCT02230109T	1849	110	23	127	1602	97
CPCT02050335T	2141	0	257	1521	363	0
